,x_coordinate,Total_Pressure_Recovery,Avg_total_pressure
319,0.105062688,0.21671748480321623,23883590.95715902
320,0.105174673,0.21667651118208373,23879075.413763657
321,0.105287737,0.2166350839856762,23874509.883601673
322,0.105401891,0.2165925167055237,23869818.709245138
323,0.105517145,0.21654916232201,23865040.791289043
324,0.105633511,0.21650478302367396,23860149.921457354
325,0.105750998,0.2164595250460783,23855162.215802573
326,0.105869618,0.2164131425753233,23850050.58413104
327,0.105989381,0.21636569112801352,23844821.144711785
328,0.106110299,0.21631711037674878,23839467.249096707
329,0.106232383,0.2162672896167576,23833976.69694359
330,0.106355644,0.21621628618205518,23828355.80681122
331,0.106480093,0.21616390226717022,23822582.779328074
332,0.106605741,0.21611006393446947,23816649.466115218
333,0.106732601,0.2160546400373217,23810541.414012585
334,0.106860684,0.21599776793798525,23804273.76118033
335,0.106990001,0.21593885901185558,23797781.63759056
336,0.107120566,0.21587838686024452,23791117.23700152
337,0.107252389,0.21581619916921277,23784263.77348647
338,0.107385482,0.21575181943593413,23777168.733522553
339,0.107519859,0.21568549257918748,23769859.108655646
340,0.107655532,0.21561712858036824,23762324.978285514
341,0.107792512,0.21554641990200607,23754532.44990389
342,0.107930812,0.21547337242260192,23746482.171357494
343,0.108070446,0.21539785845410686,23738160.070643168
344,0.108211426,0.2153192064746014,23729492.141942423
345,0.108353765,0.21523665693952035,23720394.678803395
346,0.108497477,0.21514904441910027,23710739.24374545
347,0.108642574,0.21505657225581393,23700548.24635149
348,0.108789069,0.21496174209997282,23690097.383770797
349,0.108936977,0.2148659689683523,23679542.59949768
350,0.10908631,0.21476791154887026,23668736.07274535
351,0.109237084,0.21466557345085038,23657457.78906344
352,0.109389311,0.21455836271464115,23645642.510881513
353,0.109543005,0.2144463246494873,23633295.23155518
354,0.109698181,0.2143295830654428,23620429.595708854
355,0.109854853,0.2142080611226026,23607037.135115515
356,0.110013035,0.21408151776631273,23593091.284079466
357,0.110172742,0.2139497165946867,23578565.989668407
358,0.110333989,0.21381241091647848,23563434.064999763
359,0.11049679,0.21366949827660375,23547684.218897242
360,0.110661161,0.21352072984884166,23531289.029190995
361,0.110827116,0.21336561763304476,23514194.71528312
362,0.110994671,0.2132040108903882,23496384.66483411
363,0.111163841,0.21303587184690365,23477854.714921854
364,0.111334643,0.21286111233138108,23458595.148540296
365,0.11150709,0.21267957283617592,23438588.386972412
366,0.111681201,0.2124910817522425,23417815.51785285
367,0.111856989,0.21229543163426778,23396253.67944064
368,0.112034473,0.21209242666976977,23373881.292003855
369,0.112213667,0.21188190481349722,23350680.497165725
370,0.112394589,0.21166371436334022,23326634.57642684
371,0.112577255,0.21143771149838447,23301727.679843713
372,0.112761682,0.21120395335355005,23275966.104033627
373,0.112947887,0.21096294954851486,23249406.01219883
374,0.113135887,0.21071412583832305,23221984.119036585
375,0.113325699,0.21045628471385136,23193568.451724797
376,0.113517341,0.21018965245398652,23164183.94757933
377,0.113710831,0.20991426028951915,23133834.048424136
378,0.113906185,0.20962988371048497,23102494.0118894
379,0.114103424,0.20933629966135428,23070139.2558929
380,0.114302563,0.20903333563248205,23036750.768817723
381,0.114503623,0.20872085791585787,23002313.815224174
382,0.11470662,0.20839875744365483,22966816.37517133
383,0.114911575,0.20806688762565523,22930242.293521542
384,0.115118505,0.20772514672279607,22892580.35800845
385,0.115327431,0.20737344444941944,22853820.61860091
386,0.11553837,0.20701173562092604,22813958.095680002
387,0.115751343,0.20663983059821875,22772971.88985854
388,0.115966369,0.2062574906541265,22730835.691943664
389,0.116183468,0.2058646966616993,22687547.394028623
390,0.11640266,0.20546138658932062,22643100.15985026
391,0.116623965,0.20504751607188013,22597489.100102346
392,0.116847403,0.20462315336927336,22550721.73744244
393,0.117072995,0.20418836049783373,22502804.9064494
394,0.117300762,0.20374315984988278,22453741.074893873
395,0.117530725,0.20328779997120694,22403557.634040125
396,0.117762905,0.20282255683228043,22352284.997520577
397,0.117997323,0.20234787494443104,22299972.153199498
398,0.118234001,0.20186359239971,22246601.257831678
399,0.11847296,0.20136922625532425,22192119.088170573
400,0.118714223,0.20086567296375676,22136624.438757077
401,0.118957812,0.2003532125384081,22080148.168778803
402,0.11920375,0.19983180297423336,22022685.64902315
403,0.119452058,0.19930173736072876,21964269.179743364
404,0.11970276,0.19876385364031127,21904991.107313577
405,0.119955879,0.19821821444847895,21844858.334548377
406,0.120211437,0.19766470541950237,21783858.257645607
407,0.12046946,0.19710413548700695,21722080.02603333
408,0.12072997,0.19653788110549264,21659675.333407506
409,0.120992991,0.19596672884321914,21596730.864396237
410,0.121258548,0.19539010907839538,21533183.84319779
411,0.121526665,0.19480832211839597,21469067.36551971
412,0.121797367,0.1942224369383886,21404499.238956854
413,0.122070678,0.1936332912872229,21339571.788551055
414,0.122346624,0.1930404726411337,21274239.55166289
415,0.122625231,0.1924445941861344,21208570.105137568
416,0.122906523,0.19184776621314703,21142796.01592846
417,0.123190527,0.19124947298934994,21076860.447127514
418,0.123477269,0.19065042713794791,21010841.934165996
419,0.123766775,0.19005197024714823,20944888.32826137
420,0.124059072,0.18945209435118673,20878778.33931787
421,0.124354187,0.18885279664608953,20812732.07054033
422,0.124652146,0.18825403272567579,20746744.6280963
423,0.124952979,0.18765636518019393,20680878.012868557
424,0.125256711,0.18706099254348946,20615264.310609847
425,0.125563371,0.18646705308364112,20549808.553197313
426,0.125872988,0.18587582981030404,20484652.13613407
427,0.126185589,0.1852877767445282,20419845.09531387
428,0.126501204,0.18470283725645975,20355381.18978081
429,0.126819862,0.1841225511013264,20291430.109968804
430,0.127141592,0.18354631487924464,20227925.35752395
431,0.127466423,0.18297495436348457,20164957.937706046
432,0.127794385,0.182408944596552,20102580.203101706
433,0.12812551,0.18184782307699263,20040741.18322482
434,0.128459826,0.18129280568015668,19979574.874967903
435,0.128797365,0.18074339815076113,19919026.808378898
436,0.129138159,0.18020045885937958,19859191.581139613
437,0.129482237,0.17966411282243214,19800082.97082339
438,0.129829633,0.1791344902358974,19741715.32582255
439,0.130180377,0.17861138476904434,19684065.907229878
440,0.130534503,0.1780957738876718,19627242.43774866
441,0.130892043,0.1775880303435486,19571285.99690131
442,0.131253029,0.1770874138020284,19516114.99528641
443,0.131617496,0.17659383402804155,19461719.48844794
444,0.131985476,0.17610819596776223,19408199.206983473
445,0.132357004,0.17563059133674205,19355564.258507174
446,0.132732113,0.17516034125361243,19303739.826144293
447,0.133110838,0.17469984601051028,19252990.436753973
448,0.133493214,0.1742506097792529,19203481.859260887
449,0.133879277,0.1738093820358099,19154855.86605636
450,0.134269061,0.17337343556584026,19106811.90145689
451,0.134662603,0.1729404187490547,19059090.80253832
452,0.135059939,0.17251095909114444,19011761.724261858
453,0.135461105,0.17208512935061326,18964832.68505916
454,0.135866139,0.17166249946628234,18918256.289560676
455,0.136275077,0.17124441360650772,18872180.673332036
456,0.136687957,0.17083197298516348,18826727.196870517
457,0.137104818,0.17042497937131132,18781874.013915543
458,0.137525698,0.1700232839833202,18737604.72782232
